快照日期,board_code,一级行业,二级行业,三级行业,当前排名,当前涨跌幅,今开,最高,最低,现价,振幅,换手率,成交额_亿元,昨日排名,昨日涨跌幅,排名较昨日改善,含今日5日涨跌幅,含今日10日涨跌幅,截至昨日20日涨跌幅,截至昨日60日涨跌幅,当前较60日峰值回撤,6月行情涨跌幅,7月至当前涨跌幅,轮动档位,原始轮动标签,轮动得分,两周涨跌幅,B周涨跌幅,近后半段排名分位,量能后半段前半段比,科技口径
2026-07-17,BK1323,电力设备,其他电源设备Ⅱ,综合电力设备商,83,-0.8500,1162.7400,1167.4500,1147.9000,1153.7300,1.6800,0.3800,7.6048,276,-0.6400,193,-6.3732,-7.3562,-15.9380,-29.4879,-33.8280,-16.0528,-9.7060,退潮,退潮,-17.7000,-6.5620,-5.5705,0.7157,0.6340,非核心科技
2026-07-17,BK1509,农林牧渔,饲料,水产饲料,83,-0.8500,5811.1100,5901.9800,5760.0700,5778.4600,2.4300,0.6800,3.9108,79,1.0000,-4,-1.7446,-6.2279,5.8501,-12.9458,-15.3090,-7.7094,2.7191,普通轮动,普通轮动,20.1000,-5.4240,-0.9023,0.5199,0.7060,非核心科技
2026-07-17,BK1354,纺织服饰,服装家纺,鞋帽及其他,85,-0.9300,677.5800,683.0400,660.3200,660.6300,3.4100,3.0300,11.1727,56,1.2000,-29,-2.6165,-7.1694,-10.3298,-13.2916,-23.7787,-12.3770,-4.4939,普通轮动,普通轮动,10.4000,-6.2979,-1.7024,0.5323,0.5767,非核心科技
2026-07-17,BK1518,农林牧渔,种植业,种子,86,-0.9400,3407.5500,3456.9400,3385.1200,3388.9500,2.1000,1.7500,6.5624,89,0.9300,3,6.1021,2.4109,-3.3596,-22.3293,-22.8129,-14.9463,5.7321,上升轮动,上升轮动,35.9000,3.3827,7.1089,0.2208,1.4050,非核心科技
2026-07-17,BK1513,农林牧渔,渔业,海洋捕捞,87,-0.9700,996.8100,1014.1200,988.0000,988.8200,2.6200,1.4600,0.8766,29,1.4800,-58,4.5408,1.9067,-1.6425,-25.1830,-26.7418,-16.4047,6.3681,上升轮动,上升轮动,33.1000,2.9048,5.5647,0.2178,1.0910,非核心科技
2026-07-17,BK1442,基础化工,橡胶,炭黑,88,-1.0000,1654.2000,1665.6900,1623.2100,1635.0100,2.5700,1.5200,3.0444,116,0.7300,28,-5.3848,-11.3315,-5.8764,-17.1139,-21.5152,-3.5800,-8.8601,普通轮动,普通轮动,-7.3000,-10.4359,-4.4291,0.6350,0.5349,非核心科技
2026-07-17,BK1486,交通运输,物流,仓储物流,89,-1.0100,3898.0600,3965.5100,3853.2000,3853.8000,2.8800,0.9800,5.0700,48,1.2800,-41,-1.5233,-3.7546,-0.5850,-13.2267,-20.0534,-7.6603,0.6120,普通轮动,普通轮动,13.7000,-2.7726,-0.5185,0.5175,0.7078,非核心科技
2026-07-17,BK1567,社会服务,专业服务,其他专业服务,90,-1.0200,1011.2300,1013.6000,991.6700,1000.4800,2.1700,0.8500,1.3638,229,-0.0500,139,-6.1966,-11.6492,-15.8647,-2.5418,-19.1023,-0.8429,-9.4952,普通轮动,普通轮动,-2.3000,-10.7388,-5.2300,0.6872,1.0520,非核心科技
2026-07-17,BK1620,有色金属,能源金属,钴,91,-1.0600,1025.4700,1041.4900,1007.3700,1021.4200,3.3100,1.3900,3.0308,123,0.7000,32,-4.5821,-11.9845,-18.4887,-37.1676,-41.7956,-18.0318,-13.2912,普通轮动,普通轮动,10.8000,-11.0415,-3.5598,0.5632,0.4962,非核心科技
2026-07-17,BK1568,社会服务,专业服务,人力资源服务,92,-1.0700,1760.0400,1785.4600,1739.9300,1747.0200,2.5800,0.4300,1.2448,88,0.9400,-4,2.8301,2.4207,-0.6149,-18.4874,-19.5975,-12.1524,5.1706,普通轮动,普通轮动,33.6000,3.5284,3.9423,0.3234,0.9824,非核心科技
2026-07-17,BK1487,交通运输,物流,公路货运,93,-1.0800,4171.0300,4285.4000,4108.3900,4119.4900,4.2500,1.0200,1.9238,144,0.6100,51,1.6729,0.2903,-1.8245,-9.0854,-18.2484,-10.6377,3.9942,普通轮动,普通轮动,11.7000,1.3852,2.7829,0.3774,1.0552,非核心科技
2026-07-17,BK1344,房地产,房地产开发,产业地产,94,-1.1000,2253.1000,2269.5800,2231.2700,2233.1700,1.7000,0.5200,6.8696,200,0.2100,106,0.9108,-0.6971,-2.7844,-13.6476,-17.5419,-13.6771,3.1344,普通轮动,普通轮动,11.1000,0.4074,2.0332,0.4226,1.3250,非核心科技
2026-07-17,BK1520,汽车,乘用车,综合乘用车,94,-1.1000,2409.1300,2434.7700,2377.6400,2383.4900,2.3700,0.4100,11.1455,123,0.7000,29,1.9989,-2.2564,-7.9724,-29.8636,-30.2616,-15.7770,0.3897,普通轮动,普通轮动,8.5000,-1.1693,3.1333,0.3460,0.8343,非核心科技
2026-07-17,BK1544,轻工制造,造纸,大宗用纸,96,-1.1100,1834.9600,1855.1100,1812.7500,1816.9300,2.3100,0.7400,5.9630,164,0.4800,68,-0.7815,-0.6510,-5.4797,-23.0373,-24.9807,-18.1744,2.5742,普通轮动,普通轮动,8.1000,0.4641,0.3322,0.4902,0.7616,非核心科技
2026-07-17,BK1364,非银金融,多元金融,资产管理,97,-1.1400,3515.4400,3551.6400,3455.5700,3466.0900,2.7400,0.9600,3.7515,66,1.1500,-31,1.0127,-1.4559,-0.3508,-15.8388,-17.4695,-11.8097,2.4089,普通轮动,普通轮动,25.3000,-0.3196,2.1776,0.3869,0.9962,非核心科技
2026-07-17,BK1466,建筑材料,装修建材,管材,97,-1.1400,1751.6600,1765.6200,1728.4300,1732.7100,2.1200,0.8700,3.6173,136,0.6300,39,-4.5368,-5.4852,-9.9515,-10.5529,-16.1002,-8.0001,-2.7630,退潮,退潮,-14.9000,-4.3953,-3.4360,0.6119,0.7084,非核心科技
2026-07-17,BK1423,基础化工,化学制品,纺织化学制品,99,-1.1500,1411.6500,1437.5800,1392.9900,1397.2800,3.1500,1.9600,14.7791,29,1.4800,-70,2.9522,-5.4047,-5.8808,-10.0671,-18.3499,-4.4488,-1.3694,上升轮动,上升轮动,38.2000,-4.3042,4.1500,0.2807,0.9018,非核心科技
2026-07-17,BK1560,社会服务,酒店餐饮,酒店,100,-1.1700,2098.2900,2127.0500,2077.6700,2081.2600,2.3400,0.8500,3.6637,80,0.9900,-20,2.1562,-1.1350,-5.1827,-25.3799,-26.5039,-14.6901,1.3416,普通轮动,普通轮动,22.8000,0.0354,3.3656,0.3092,0.9530,非核心科技
2026-07-17,BK1484,交通运输,铁路公路,公交,100,-1.1700,1434.8300,1454.5500,1395.2600,1400.1000,4.1900,3.4000,7.1528,59,1.1900,-41,2.9856,-0.0295,-6.0029,-20.2911,-25.5463,-17.6212,2.3360,上升轮动,上升轮动,37.2000,1.1540,4.2048,0.2712,1.3338,非核心科技
2026-07-17,BK1550,商贸零售,贸易Ⅱ,贸易Ⅲ,100,-1.1700,9153.8800,9257.6500,9043.4600,9075.4300,2.3300,0.6300,6.9239,144,0.6100,44,-1.2080,-4.8848,-10.6353,-17.9712,-21.4596,-13.1268,-2.6518,普通轮动,普通轮动,-1.7000,-3.7587,-0.0385,0.4831,0.7654,非核心科技
2026-07-17,BK1420,基础化工,化学原料,其他化学原料,103,-1.1800,2838.5900,2877.8400,2795.9800,2808.0900,2.8800,0.9100,16.4894,60,1.1800,-43,-2.9769,-11.4675,-11.4297,-17.7453,-21.5041,-5.2927,-6.9535,普通轮动,普通轮动,8.1000,-10.4103,-1.8184,0.5151,0.6250,非核心科技
2026-07-17,BK1436,基础化工,农化制品,农药,104,-1.1900,2665.2900,2698.2200,2627.9600,2636.7600,2.6300,1.0700,20.0226,73,1.0800,-31,2.0854,-1.2774,-4.5836,-21.3669,-23.4637,-13.2812,2.7176,普通轮动,普通轮动,8.5000,-0.0884,3.3149,0.3217,0.8222,非核心科技
2026-07-17,BK1470,建筑装饰,房屋建设Ⅱ,房屋建设Ⅲ,105,-1.2000,1786.8300,1802.8800,1762.8600,1765.5200,2.2400,0.7300,17.5701,164,0.4800,59,3.3942,3.0054,-5.6067,-21.4020,-23.5098,-18.7560,6.0113,普通轮动,普通轮动,28.0000,4.2564,4.6500,0.3258,1.1120,非核心科技
2026-07-17,BK1552,商贸零售,一般零售,超市,106,-1.2200,1634.2300,1703.0000,1606.9400,1609.8300,5.8900,3.3200,23.6017,2,3.4700,-104,7.2898,4.6013,2.5528,-13.2952,-13.3305,-18.1542,10.0971,持续主线,持续主线,62.8000,5.8932,8.6149,0.1774,1.3571,非核心科技
2026-07-17,BK1504,农林牧渔,农产品加工,粮油加工,106,-1.2200,1299.1600,1312.3000,1284.1200,1284.7000,2.1700,0.9400,3.2177,132,0.6500,26,3.6977,2.5950,2.3445,-16.3576,-17.6084,-12.3739,6.9519,普通轮动,普通轮动,22.1000,3.8621,4.9785,0.3157,1.1353,非核心科技
2026-07-17,BK1490,交通运输,物流,原材料供应链服务,108,-1.2500,2788.5100,2821.2800,2758.2600,2760.0200,2.2500,0.7200,6.4543,123,0.7000,15,2.9654,5.7896,3.9817,-15.9518,-17.1950,-12.2375,9.1100,持续主线,持续主线,49.4000,7.1287,4.2688,0.3418,0.8647,非核心科技
2026-07-17,BK1530,汽车,商用车,商用载货车,108,-1.2500,1860.4900,1876.2000,1829.9400,1832.9600,2.4900,0.8700,17.7262,123,0.7000,15,0.6902,0.4116,-5.4880,-19.5754,-21.9040,-11.8813,3.3778,普通轮动,普通轮动,16.8000,1.6826,1.9648,0.3769,0.6635,非核心科技
2026-07-17,BK1463,建筑材料,水泥,水泥制品,110,-1.2600,1880.7600,1912.1100,1858.4700,1859.3300,2.8500,1.0300,2.7695,39,1.3900,-71,-1.7386,-5.0062,-9.3388,-17.0881,-24.7933,-15.9930,-3.3812,普通轮动,普通轮动,6.7000,-3.7940,-0.4847,0.4231,0.6295,非核心科技
2026-07-17,BK1441,基础化工,橡胶,其他橡胶制品,110,-1.2600,3907.5900,3930.0900,3843.6400,3852.9600,2.2200,1.8000,6.5368,146,0.5900,36,-4.0028,-9.6189,-10.7897,-26.1056,-27.6106,-9.6169,-7.8886,普通轮动,普通轮动,-6.8000,-8.4655,-2.7778,0.5774,0.5132,非核心科技
2026-07-17,BK1458,家用电器,小家电,个护小家电,112,-1.3000,750.4700,763.1500,737.3300,742.1600,3.4300,1.2100,1.7302,76,1.0300,-36,1.6956,-3.2986,-6.7787,-19.7999,-32.5199,-17.8278,-0.7712,普通轮动,普通轮动,14.8000,-2.0249,3.0351,0.3454,0.6699,非核心科技
2026-07-17,BK1541,轻工制造,家居用品,卫浴制品,113,-1.3200,608.2000,612.7300,599.7500,600.1300,2.1300,0.7200,1.5455,164,0.4800,51,-1.1499,-5.3406,-8.1173,-21.8469,-23.5007,-10.7177,-1.6890,普通轮动,普通轮动,6.8000,-4.0744,0.1723,0.4861,0.5857,非核心科技
2026-07-17,BK1570,石油石化,炼化及贸易,其他石化,114,-1.3600,2611.5800,2661.2600,2564.0200,2579.0500,3.7200,1.1800,11.4483,25,1.6200,-89,0.4449,-3.7565,-8.9112,-23.4514,-27.5939,-13.4836,-1.2930,上升轮动,新晋活跃,11.6000,-2.4296,1.8298,0.3727,0.8286,非核心科技
2026-07-17,BK1389,环保,环境治理,固废治理,115,-1.3800,2796.5500,2816.6500,2755.2700,2759.4500,2.1900,1.1500,31.2131,148,0.5800,33,-2.0121,-4.2901,-9.9492,-16.5011,-22.0726,-13.2824,-2.4657,普通轮动,普通轮动,4.3000,-2.9509,-0.6409,0.5329,0.6005,非核心科技
2026-07-17,BK1414,基础化工,化学纤维,锦纶,115,-1.3800,550.2500,558.8700,539.8600,542.1600,3.4600,0.9500,2.0283,28,1.5400,-87,1.1122,-5.4698,-10.9083,-20.0948,-25.3197,-6.5738,-5.1028,上升轮动,新晋活跃,15.1000,-4.1470,2.5271,0.3585,0.7766,非核心科技
2026-07-17,BK1507,农林牧渔,饲料,宠物食品,117,-1.3900,1469.2600,1499.5100,1447.9700,1448.5600,3.5100,2.2900,5.2435,15,1.8400,-102,4.6349,-1.1286,0.0979,-25.0432,-28.3994,-10.1348,0.6260,上升轮动,上升轮动,46.2000,0.2651,6.1098,0.3264,1.1991,非核心科技
2026-07-17,BK1426,基础化工,化学制品,聚氨酯,117,-1.3900,3349.2400,3390.0300,3291.5400,3310.8100,2.9300,1.5200,23.6651,104,0.8000,-13,-0.4628,-8.3899,-5.8007,-14.9036,-19.7476,1.0116,-7.4482,普通轮动,普通轮动,4.4000,-7.0985,0.9402,0.4499,0.6312,非核心科技
2026-07-17,BK1495,美容护理,个护用品,生活用纸,119,-1.4000,1156.9600,1174.1200,1138.9800,1142.6500,3.0300,1.5100,7.1377,132,0.6500,13,1.3693,1.7698,3.3194,-17.9394,-21.3460,-6.6107,5.0768,普通轮动,普通轮动,20.3000,3.2148,2.8087,0.3656,0.9589,非核心科技
2026-07-17,BK1310,电力设备,电网设备,配电设备,119,-1.4000,3268.4900,3283.2200,3220.5000,3228.5700,1.9200,1.3600,23.9106,199,0.2200,80,-3.6679,-8.4080,-13.9829,-23.9061,-28.8604,-14.7224,-8.9313,普通轮动,普通轮动,-6.4000,-7.1075,-2.3001,0.5881,0.7050,非核心科技
2026-07-17,BK1527,汽车,汽车零部件,轮胎轮毂,121,-1.4200,2664.6700,2695.5000,2630.2400,2630.7400,2.4500,0.9800,17.4839,116,0.7300,-5,-0.3016,-2.9479,-7.0200,-18.3758,-21.3158,-12.2889,-0.0913,普通轮动,普通轮动,9.2000,-1.5499,1.1345,0.4338,0.6462,非核心科技
2026-07-17,BK1345,房地产,房地产开发,商业地产,121,-1.4200,1188.0700,1204.6200,1172.6200,1174.5700,2.6900,0.6800,10.7874,150,0.5700,29,2.2028,2.5924,-2.9583,-12.5133,-17.0956,-13.7065,4.4060,普通轮动,普通轮动,29.1000,4.0702,3.6750,0.3169,1.1565,非核心科技
2026-07-17,BK1357,纺织服饰,饰品,钟表珠宝,123,-1.4500,1802.9100,1822.6700,1775.2500,1784.7900,2.6200,1.5800,9.0383,142,0.6200,19,-3.1370,-8.7403,-9.0960,-24.7820,-25.8626,-10.0314,-5.4200,普通轮动,普通轮动,-3.0000,-7.3975,-1.7118,0.5739,0.6729,非核心科技
2026-07-17,BK1360,非银金融,多元金融,金融信息服务,123,-1.4500,4358.5100,4380.9900,4284.9800,4308.2900,2.2000,1.7800,5.4908,240,-0.1400,117,-6.0099,-3.7435,-22.7890,-28.5134,-35.6242,-23.3129,-2.1008,退潮,退潮,-15.0000,-2.3272,-4.6270,0.7187,0.8424,非核心科技
2026-07-17,BK1457,家用电器,小家电,厨房小家电,123,-1.4500,2024.7100,2042.8000,1992.6400,1993.0700,2.4800,0.5700,3.2085,90,0.9200,-33,-0.4120,-2.7978,-4.9059,-10.7409,-17.9378,-15.2873,2.0586,普通轮动,普通轮动,16.2000,-1.3676,1.0533,0.4208,0.6948,非核心科技
2026-07-17,BK1393,机械设备,工程机械,工程机械整机,126,-1.4600,4052.9200,4077.9000,3993.4600,4007.0900,2.0800,0.6600,29.3537,215,0.0800,89,-2.4122,-3.7899,-5.7966,-14.0798,-21.5790,-10.2101,-1.4979,退潮,退潮,-12.0000,-2.3644,-0.9663,0.5608,0.6052,非核心科技
2026-07-17,BK1439,基础化工,塑料,膜材料,127,-1.5200,3644.6100,3676.3100,3559.2500,3582.6000,3.2200,3.3600,62.2073,193,0.2500,66,-8.8656,-19.0894,-24.7410,-6.6796,-26.3867,10.2300,-20.7856,普通轮动,普通轮动,3.7000,-17.8406,-7.4589,0.7027,0.7469,非核心科技
2026-07-17,BK1559,社会服务,酒店餐饮,餐饮,128,-1.5300,1325.5600,1341.2400,1302.1600,1303.3100,2.9500,0.9900,1.0707,63,1.1700,-65,1.5104,-0.4010,-3.6528,-24.0088,-25.4189,-15.5382,4.1735,普通轮动,普通轮动,14.5000,1.1465,3.0876,0.3412,1.0126,非核心科技
2026-07-17,BK1394,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,128,-1.5300,1629.9800,1640.5400,1604.6500,1605.6600,2.2000,0.5700,21.7026,158,0.5100,30,-1.7350,-6.2015,-7.9197,-16.7357,-20.4813,-4.4898,-5.4464,普通轮动,普通轮动,-2.3000,-4.7441,-0.2081,0.5139,0.7341,非核心科技
2026-07-17,BK1542,轻工制造,文娱用品,文化用品,128,-1.5300,2675.3300,2740.4200,2639.7300,2642.1500,3.7500,1.4300,3.7145,14,1.8800,-114,0.9610,0.7608,-2.8724,-17.8885,-18.7487,-16.2262,5.1814,上升轮动,新晋活跃,11.5000,2.3264,2.5297,0.3792,0.8696,非核心科技
2026-07-17,BK1316,电力设备,光伏设备,光伏辅材,128,-1.5300,2214.6400,2231.5500,2176.4200,2184.9100,2.4800,1.2300,21.9215,178,0.3800,50,-7.9020,-15.4258,-20.0112,-25.5759,-30.9505,-6.1820,-17.5027,普通轮动,普通轮动,-2.5000,-14.1117,-6.4710,0.7353,0.7465,非核心科技
2026-07-17,BK1511,农林牧渔,养殖业,肉鸡养殖,132,-1.5400,3138.4100,3172.9500,3106.7200,3111.2300,2.1000,1.9300,8.6493,242,-0.1500,110,3.1917,0.0500,2.2017,-11.5656,-16.3159,-12.9185,10.2658,普通轮动,普通轮动,32.6000,1.6149,4.8057,0.3828,0.6618,非核心科技
2026-07-17,BK1627,综合,综合Ⅱ,综合Ⅲ,133,-1.5500,11087.8900,11167.8300,10907.7200,10927.2900,2.3400,2.0900,28.6320,168,0.4700,35,-0.2488,-4.5767,-6.5218,-17.3957,-21.1205,-8.8649,-1.8192,普通轮动,普通轮动,2.7000,-3.0743,1.3217,0.4404,0.8647,非核心科技
2026-07-17,BK1459,家用电器,小家电,清洁小家电,134,-1.5600,1900.3400,1914.0000,1867.0500,1873.6200,2.4700,0.8800,10.9952,203,0.1800,69,-0.7765,-4.4720,-6.7443,-18.0091,-24.1437,-11.0644,-1.5292,普通轮动,普通轮动,15.1000,-2.9581,0.7959,0.4872,0.8294,非核心科技
2026-07-17,BK1534,轻工制造,包装印刷,印刷,135,-1.5800,3637.3600,3677.8300,3584.7800,3584.7800,2.5500,1.8600,1.3158,100,0.8600,-35,0.0221,-0.6841,-6.3767,-20.7815,-26.6700,-16.4490,1.2351,普通轮动,普通轮动,17.6000,0.9103,1.6278,0.4065,0.7597,非核心科技
2026-07-17,BK1531,汽车,商用车,商用载客车,136,-1.6000,3152.8500,3209.6700,3091.0500,3096.9800,3.7700,0.9800,5.4823,60,1.1800,-76,1.7155,-0.2676,-4.1651,-21.1012,-25.5222,-17.0857,3.2993,上升轮动,上升轮动,32.9000,1.3541,3.3694,0.3110,0.8560,非核心科技
2026-07-17,BK1289,传媒,出版,大众出版,137,-1.6600,1558.7400,1582.4700,1531.5400,1533.6500,3.2700,0.8000,10.3607,47,1.2900,-90,2.6858,0.3397,-4.4777,-18.9920,-23.1463,-16.6716,3.5087,上升轮动,上升轮动,33.9000,2.0335,4.4192,0.2908,0.9942,非核心科技
2026-07-17,BK1348,纺织服饰,纺织制造,辅料,138,-1.6700,2711.8200,2753.3000,2711.8200,2716.8200,1.5000,1.1800,3.0767,265,-0.5100,127,-2.2817,-0.4274,23.1587,14.2150,-5.0009,15.7125,2.8139,普通轮动,普通轮动,20.5000,1.2637,-0.6221,0.6718,0.9739,非核心科技
2026-07-17,BK1539,轻工制造,家居用品,定制家居,139,-1.6800,6501.3500,6617.7300,6399.0500,6400.0700,3.3600,1.1200,6.5289,26,1.5900,-113,-2.4652,-5.3428,-3.1826,-19.9398,-24.5700,-8.7546,-3.3585,普通轮动,普通轮动,5.3000,-3.7254,-0.7986,0.5003,0.7888,非核心科技
2026-07-17,BK1312,电力设备,电网设备,线缆部件及其他,139,-1.6800,3288.4800,3306.9400,3231.0700,3243.8600,2.3000,2.2800,65.6600,205,0.1600,66,-3.5056,-11.3754,-18.3320,-26.2718,-34.0425,-15.6074,-11.2876,普通轮动,普通轮动,2.7000,-9.8610,-1.8568,0.5478,0.6940,非核心科技
2026-07-17,BK1315,电力设备,光伏设备,光伏电池组件,141,-1.6900,2184.4900,2197.8600,2138.7400,2147.7300,2.7100,1.0400,31.6309,182,0.3500,41,-5.9104,-14.9151,-18.4022,-32.9990,-36.1701,-9.7202,-15.2680,普通轮动,普通轮动,-8.0000,-13.4525,-4.2930,0.6291,0.6320,非核心科技
2026-07-17,BK1292,传媒,广告营销,广告媒体,142,-1.7000,2195.1400,2232.3900,2164.3000,2164.3000,3.0900,0.8000,6.2403,68,1.1200,-74,3.0508,3.2129,-2.3832,-16.1716,-19.8385,-14.2337,6.7448,普通轮动,普通轮动,20.3000,4.9978,4.8330,0.3045,0.8369,非核心科技
2026-07-17,BK1576,食品饮料,调味发酵品Ⅱ,调味发酵品Ⅲ,142,-1.7000,4622.8800,4687.8800,4547.4900,4549.2100,3.0300,1.4700,30.1975,67,1.1300,-75,3.8914,1.5127,-0.2277,-6.4512,-14.0518,-8.1193,3.7067,上升轮动,上升轮动,34.9000,3.2683,5.6881,0.3050,0.9928,非核心科技
2026-07-17,BK1522,汽车,摩托车及其他,其他运输设备,142,-1.7000,1736.7000,1747.3600,1704.8400,1707.3600,2.4500,0.9300,5.9564,195,0.2300,53,-0.5102,-3.2966,-2.5850,-18.0819,-19.4739,-7.8114,-1.8457,普通轮动,普通轮动,7.2000,-1.6242,1.2104,0.4629,0.9376,非核心科技
2026-07-17,BK1403,机械设备,专用设备,能源及重型设备,145,-1.7600,1983.6600,1992.6100,1944.7000,1951.5700,2.4100,1.1000,82.0880,212,0.1100,67,-4.2671,-9.4180,-11.7642,-24.0803,-27.0070,-8.0821,-7.6951,普通轮动,普通轮动,-0.2000,-7.7952,-2.5520,0.6125,0.8020,非核心科技
2026-07-17,BK1320,电力设备,光伏设备,逆变器,145,-1.7600,14264.4400,14329.1000,13949.0400,14089.0600,2.6500,1.4600,52.2865,275,-0.6000,130,-7.7739,-15.4463,-23.3111,-32.7771,-43.2691,-16.2955,-22.7024,普通轮动,普通轮动,-9.1000,-13.9315,-6.1216,0.7644,0.8786,非核心科技
2026-07-17,BK1302,电力设备,电池,电池化学品,147,-1.7800,10377.4400,10447.1400,10079.3700,10212.1600,3.5400,1.6300,131.6464,188,0.3000,41,-10.7413,-21.3146,-24.5343,-23.5546,-34.4685,-3.6599,-20.9923,普通轮动,普通轮动,-3.3000,-19.8886,-9.1237,0.7745,0.5929,非核心科技
2026-07-17,BK1586,食品饮料,饮料乳品,软饮料,148,-1.7900,1770.0500,1797.4500,1741.9500,1742.0900,3.1300,0.9300,12.2128,110,0.7800,-38,1.3090,0.2976,-0.4219,-9.1737,-17.5733,-13.7543,2.8529,普通轮动,普通轮动,17.8000,2.1257,3.1555,0.3869,0.9926,非核心科技
2026-07-17,BK1582,食品饮料,休闲食品,烘焙食品,149,-1.8000,680.1900,688.1200,668.2700,668.3200,2.9200,0.7700,2.9627,116,0.7300,-33,1.2133,-2.5081,-4.8384,-16.6132,-19.3209,-12.6111,1.2571,普通轮动,普通轮动,23.2000,-0.7211,3.0685,0.3614,1.0604,非核心科技
2026-07-17,BK1449,家用电器,白色家电,冰洗,150,-1.8100,1835.4600,1852.0300,1807.0400,1809.0100,2.4400,0.5500,7.4720,195,0.2300,45,-1.1468,-5.3985,-6.7491,-9.5202,-13.9730,-8.9643,-1.7078,普通轮动,普通轮动,1.6000,-3.6547,0.6754,0.4920,0.8290,非核心科技
2026-07-17,BK1471,建筑装饰,工程咨询服务Ⅱ,工程咨询服务Ⅲ,150,-1.8100,754.9500,761.3800,740.6700,740.6800,2.7500,2.4200,53.0847,173,0.4300,23,-1.8613,-5.0237,-6.6472,-14.8099,-22.3305,-8.7772,-3.5138,普通轮动,普通轮动,-2.3000,-3.2730,-0.0522,0.4961,0.7336,非核心科技
2026-07-17,BK1476,建筑装饰,专业工程,化学工程,152,-1.8200,2348.3000,2373.1900,2312.4000,2323.2300,2.5700,0.7500,5.0756,202,0.1900,50,-3.7123,-6.9849,-7.8555,-20.7894,-22.3924,-6.6853,-4.8381,普通轮动,普通轮动,-2.4000,-5.2606,-1.9273,0.6047,0.6738,非核心科技
2026-07-17,BK1411,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,153,-1.8300,1923.6700,1931.1200,1871.0400,1886.3900,3.1300,1.6400,25.2604,189,0.2700,36,-9.8661,-16.5005,-20.1543,0.5142,-29.6871,9.0430,-20.6284,普通轮动,普通轮动,4.9000,-14.9440,-8.1859,0.6772,0.6776,非核心科技
2026-07-17,BK1489,交通运输,物流,快递,154,-1.8400,5278.3800,5330.3500,5202.5400,5210.1800,2.4100,0.5400,10.5903,229,-0.0500,75,-0.5078,-4.1497,6.7665,-8.8850,-16.1558,-9.5434,5.6164,普通轮动,普通轮动,29.7000,-2.3530,1.3571,0.4908,0.8365,非核心科技
2026-07-17,BK1503,农林牧渔,农产品加工,果蔬加工,155,-1.8700,2712.5400,2756.6600,2688.7800,2702.3200,2.4700,1.4200,3.9648,300,-1.2000,145,-2.0171,-7.9261,-8.7327,-3.4434,-13.6457,-6.2103,-1.2792,普通轮动,普通轮动,12.6000,-6.1716,-0.1499,0.5620,0.8048,非核心科技
2026-07-17,BK1431,基础化工,化学制品,有机硅,155,-1.8700,3207.9000,3250.9300,3128.1900,3160.4600,3.8100,2.6800,25.7100,209,0.1300,54,-19.5188,-18.9962,-13.4936,-3.4148,-19.5188,13.7622,-18.1066,退潮,退潮,-16.0000,-17.4526,-17.9851,0.8801,0.7337,非核心科技
2026-07-17,BK1404,机械设备,专用设备,农用机械,157,-1.8800,1521.1400,1535.3200,1496.7400,1498.2200,2.5300,0.9300,2.4168,153,0.5400,-4,-4.1324,-5.5359,-7.5759,-16.6442,-24.3064,-13.0866,0.0495,普通轮动,普通轮动,3.6000,-3.7259,-2.2956,0.5858,0.5843,非核心科技
2026-07-17,BK1540,轻工制造,家居用品,其他家居用品,157,-1.8800,6013.2800,6039.5700,5893.0200,5900.1400,2.4400,1.2500,10.6480,219,0.0200,62,-3.0316,-7.0340,-11.0824,-20.1908,-26.6250,-15.5764,-3.3697,普通轮动,普通轮动,-3.6000,-5.2528,-1.1737,0.5816,0.8331,非核心科技
2026-07-17,BK1390,环保,环境治理,水务及水治理,159,-1.8900,1943.2000,1962.3900,1906.2900,1909.2300,2.8800,1.1600,33.6937,163,0.4900,4,-0.9624,-2.8224,-3.4517,-10.5296,-17.3893,-7.8882,-0.6498,普通轮动,普通轮动,0.7000,-0.9503,0.9455,0.4576,0.7907,非核心科技
2026-07-17,BK1402,机械设备,专用设备,楼宇设备,160,-1.9000,2212.3200,2236.5700,2171.2400,2171.3200,2.9500,1.0500,7.3175,100,0.8600,-60,-3.3924,-8.5256,-8.6094,-17.5708,-21.4672,-7.4907,-5.4908,普通轮动,普通轮动,2.8000,-6.7539,-1.5213,0.5407,0.6192,非核心科技
2026-07-17,BK1460,家用电器,照明设备Ⅱ,照明设备Ⅲ,161,-1.9300,2670.7400,2680.4000,2618.9200,2621.2900,2.3000,0.8100,6.7518,222,0.0000,61,-3.9500,-8.1690,-14.6224,-14.1968,-20.2032,-6.7514,-9.8596,普通轮动,普通轮动,1.1000,-6.3617,-2.0597,0.5881,0.8479,非核心科技
2026-07-17,BK1554,商贸零售,一般零售,商业物业经营,161,-1.9300,1619.9700,1640.6800,1593.3500,1593.3700,2.9100,0.9200,15.3827,131,0.6800,-30,2.4219,-1.8980,-5.2040,-15.5024,-22.4400,-13.5679,0.9511,普通轮动,普通轮动,17.9000,0.0327,4.4375,0.2902,0.9606,非核心科技
